City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,robel,53.3755,12.6037,5.18,96,100,2.79,DE,1738099166
362,ubari,26.5921,12.7805,14.3,33,0,1.95,LY,1738099167
363,codrington,-38.2667,141.9667,15.42,55,75,4.33,AU,1738099168
364,caleta de carquin,-11.0925,-77.6267,23.42,78,91,3.82,PE,1738099169
365,sao vicente,-23.9631,-46.3919,26.66,34,75,2.68,BR,1738099170
366,porto velho,-8.7619,-63.9039,33.03,55,40,1.03,BR,1738099171
367,karratha,-20.7377,116.8463,30.49,56,83,3.76,AU,1738099173
368,letlhakeng,-24.0944,25.0298,23.35,34,0,3.19,BW,1738099174
369,happy valley-goose bay,53.3168,-60.3315,-14.83,51,20,5.66,CA,1738099176
370,magadan,59.5667,150.8,-22.67,66,4,3.4,RU,1738099177
371,santana,-0.0583,-51.1817,31.1,70,20,4.12,BR,1738099178
372,kristiansund,63.1115,7.732,2.36,80,0,6.69,NO,1738099179
373,bom jesus do itabapoana,-21.1339,-41.6797,23.89,95,100,2.34,BR,1738099180
374,kimbe,-5.5502,150.1429,25.66,86,74,1.29,PG,1738099181
375,yarega,63.4354,53.5765,-21.04,100,90,1.05,RU,1738099182
376,cockburn town,21.4612,-71.1419,25.51,81,25,5.07,TC,1738099183
377,nizao,18.25,-70.2,27.16,71,0,4.92,DO,1738099184
378,san antonio de pale,-1.4014,5.6325,27.54,78,9,2.37,GQ,1738099185
379,hami,42.8,93.45,-8.34,57,35,1.1,CN,1738099186
380,midvagur,62.0511,-7.1939,-2.54,80,15,0.0,FO,1738099187
381,yuzhno-kurilsk,44.0306,145.8556,-4.22,88,58,1.76,RU,1738099188
382,guanica,17.9716,-66.908,29.65,64,5,5.95,PR,1738099189
383,south hedland,-20.4089,118.5983,27.96,94,72,5.14,AU,1738099191
384,altay,47.8667,88.1167,-13.74,65,83,2.49,CN,1738099192
385,lompoc,34.6391,-120.4579,16.4,50,0,7.2,US,1738099062
386,arvayheer,46.2639,102.775,-16.25,85,98,1.94,MN,1738099194
387,la cocha,-27.7773,-65.5704,21.06,92,100,1.25,AR,1738099195
388,verkh-chebula,56.0308,87.6218,-11.86,96,100,1.88,RU,1738099196
389,kavieng,-2.5744,150.7967,28.27,70,44,4.48,PG,1738099197
390,solnechnyy,50.7214,136.6319,-18.0,90,100,5.37,RU,1738099198
391,ban houakhoua,20.2453,100.4547,15.49,74,98,0.76,LA,1738099199
392,viterbo,42.4167,12.0833,9.58,86,0,4.12,IT,1738099200
393,zambezi,-13.5432,23.1047,19.26,97,100,2.63,ZM,1738099201
394,arraial do cabo,-22.9661,-42.0278,25.98,83,75,4.63,BR,1738099202
395,point pedro,9.8167,80.2333,25.09,73,95,3.55,LK,1738099203
396,kolonia town,6.964,158.206,28.0,78,100,3.09,FM,1738099204
397,agat village,13.3886,144.6585,26.53,81,20,2.57,GU,1738099206
398,guiratinga,-16.3494,-53.7583,26.37,76,100,1.85,BR,1738099207
399,loango,-4.6719,11.8312,27.81,83,20,2.57,CG,1738099208
400,bouna,9.2667,-3.0,25.49,11,0,1.99,CI,1738099209
401,fort bragg,35.139,-79.006,15.91,28,0,5.66,US,1738099210
402,la sarre,48.8002,-79.1996,-17.49,86,100,2.26,CA,1738099211
403,businga,3.3333,20.8833,23.2,28,60,0.62,CD,1738099212
404,el granada,37.5027,-122.4694,14.89,75,0,3.6,US,1738099213
405,saldanha,-33.0117,17.9442,20.93,81,59,1.66,ZA,1738099214
406,wanlaweyn,2.6185,44.8938,24.17,67,92,6.13,SO,1738099215
407,ghadamis,30.1337,9.5007,15.92,24,5,2.25,LY,1738099216
408,okulovka,58.4008,33.2908,2.42,95,100,3.3,RU,1738099217
409,genhe,50.7833,121.5167,-21.2,99,100,0.73,CN,1738099218
410,remire-montjoly,4.9167,-52.2667,26.02,89,100,1.54,GF,1738099220
411,illizi,26.4833,8.4667,16.82,19,1,4.0,DZ,1738099221
412,cardigan,52.0847,-4.6591,7.72,90,60,9.75,GB,1738099222
413,fortuna,40.5982,-124.1573,13.85,61,0,3.09,US,1738099223
414,aykhal,66.0,111.5,-27.39,100,87,1.96,RU,1738099224
415,acarau,-2.8856,-40.12,26.77,81,3,6.2,BR,1738099225
416,betio village,1.358,172.9211,28.02,80,79,3.99,KI,1738099226
417,kybartai,54.6386,22.7632,6.73,86,100,4.9,LT,1738099227
418,erenhot,43.6475,111.9767,-17.28,67,4,2.33,CN,1738099228
419,wewak,-3.5534,143.6268,26.4,79,99,0.37,PG,1738099229
420,brisas de zicatela,15.8369,-97.0419,30.29,70,40,3.6,MX,1738099230
421,peniche,39.3558,-9.3811,13.39,71,47,6.65,PT,1738099231
422,sittwe,20.15,92.9,16.7,77,75,3.05,MM,1738099232
423,borsa,47.6553,24.6633,3.84,79,36,1.43,RO,1738099233
424,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,72,100,0.54,BR,1738099234
425,timimoun,29.2639,0.231,16.21,31,0,2.57,DZ,1738099236
426,chichihualco,17.6833,-99.65,28.82,33,9,1.69,MX,1738099237
427,alofi,-19.0595,-169.9187,23.94,94,75,4.63,NU,1738099238
428,veinticinco de mayo,-35.4323,-60.1727,34.94,12,100,5.28,AR,1738099239
429,carauari,-4.8828,-66.8958,28.33,75,71,0.79,BR,1738099240
430,richards bay,-28.783,32.0377,22.74,87,26,0.95,ZA,1738099241
431,phan rang-thap cham,11.5667,108.9833,17.79,84,21,3.35,VN,1738099242
432,margate,51.3813,1.3862,8.26,87,95,1.34,GB,1738099243
433,alvaraes,-3.2208,-64.8042,30.93,74,100,1.05,BR,1738099244
434,dunedin,-45.8742,170.5036,16.56,80,100,2.68,NZ,1738099246
435,bubaque,11.2833,-15.8333,24.82,80,73,6.68,GW,1738099249
436,kingston,17.997,-76.7936,29.53,66,40,10.29,JM,1738099250
437,pristen',51.2355,36.6959,1.98,93,79,3.79,RU,1738099251
438,isiro,2.7739,27.616,18.59,36,22,0.71,CD,1738099252
439,kisesa,-3.0833,34.15,18.63,85,100,1.69,TZ,1738099253
440,kourou,5.1552,-52.6478,23.38,93,100,2.74,GF,1738099254
441,saint-martin-de-crau,43.6395,4.8127,9.23,76,0,4.12,FR,1738099255
442,kashgar,39.4547,75.9797,-5.44,38,20,4.0,CN,1738099256
443,mulayjah,27.271,48.4242,13.59,38,0,2.72,SA,1738099257
444,qarazhal,48.0078,70.7903,-17.21,99,76,2.69,KZ,1738099258
445,morondava,-20.2833,44.2833,27.75,83,100,8.6,MG,1738099259
446,burang,30.25,81.1667,-17.45,42,0,1.84,CN,1738099260
447,flying fish cove,-10.4217,105.6791,25.82,94,75,3.6,CX,1738099261
448,klaksvik,62.2266,-6.589,3.59,59,47,1.99,FO,1738099263
449,vanersborg,58.3807,12.3234,5.88,93,100,2.57,SE,1738099264
450,puerto armuelles,8.2833,-82.8667,27.83,66,100,1.34,PA,1738099265
451,bolobo,-2.1667,16.2333,25.23,73,98,1.67,CD,1738099266
452,poggiardo,40.0542,18.3791,15.04,94,92,8.16,IT,1738099267
453,itaperuna,-21.205,-41.8878,24.24,95,100,2.14,BR,1738099268
454,antibes,43.5624,7.1278,9.7,75,0,6.17,FR,1738099269
455,lysekil,58.2743,11.4358,6.13,94,100,3.79,SE,1738099270
456,island harbour,50.724,-1.2758,8.04,84,100,4.47,GB,1738099271
457,egilsstadir,65.2653,-14.3948,-6.05,73,20,7.2,IS,1738099272
458,norzagaray,14.9109,121.0493,24.3,77,100,4.36,PH,1738099274
459,surab,28.4914,66.2585,7.59,27,37,0.94,PK,1738099275
460,port moresby,-9.4431,147.1797,24.68,94,20,2.57,PG,1738099276
461,chipata,-13.6333,32.65,18.93,95,100,0.52,ZM,1738099277
462,palmer,42.1584,-72.3287,-2.47,30,40,5.14,US,1738099278
463,san ignacio de velasco,-16.3667,-60.95,30.47,54,98,2.01,BO,1738099279
464,harstad,68.799,16.5293,0.79,77,49,4.02,NO,1738099280
465,gunnison,38.7,-107.0673,-7.89,63,1,1.61,US,1738099281
466,tynda,55.1667,124.7167,-32.43,97,61,1.43,RU,1738099282
467,maricopa,33.0581,-112.0476,16.53,38,0,2.68,US,1738099042
468,mena,51.5217,32.2157,5.37,89,70,4.85,UA,1738099284
469,port nelson,23.6333,-74.8333,23.67,79,52,6.96,BS,1738099285
470,maitum,6.0392,124.4986,25.0,81,100,2.1,PH,1738099286
471,pemangkat,1.1667,108.9667,24.58,90,100,5.95,ID,1738099287
472,laibin,23.7,109.2667,14.74,26,100,0.13,CN,1738099290
473,papao,-17.75,-149.55,29.82,75,62,8.24,PF,1738099291
474,thohoyandou,-22.9456,30.485,21.27,63,24,3.44,ZA,1738099292
475,san luis de la loma,17.2706,-100.8939,28.66,67,50,3.59,MX,1738099293
476,al kharijah,25.4514,30.5464,14.25,54,0,3.52,EG,1738099294
477,kadugli,11.0167,29.7167,22.43,17,8,4.7,SD,1738099295
478,tame,6.461,-71.73,32.54,37,67,3.67,CO,1738099296
479,takoradi,4.8845,-1.7554,26.71,85,68,3.85,GH,1738099297
480,clearfield,41.1253,-78.75,-0.03,72,75,6.17,US,1738099298
481,port hedland,-20.3167,118.5667,28.03,94,66,5.14,AU,1738099299
482,rongelap,11.1635,166.8941,26.36,81,99,8.63,MH,1738099300
483,malango,-2.9627,119.9001,19.6,96,100,0.82,ID,1738099301
484,gudul,40.2105,32.2455,5.8,58,9,1.52,TR,1738099303
485,markaz-e hukumat-e darweshan,31.1323,64.1934,10.43,38,91,2.81,AF,1738099304
486,baoding,38.8511,115.4903,-6.16,30,0,1.29,CN,1738099305
487,mata-utu,-13.2816,-176.1745,27.05,74,100,3.25,WF,1738099045
488,freetown,8.484,-13.2299,25.5,84,81,3.81,SL,1738099307
489,sokoni,-6.4333,39.55,27.02,82,31,5.07,TZ,1738099309
490,komsomol'skiy,43.9783,46.6985,4.22,90,22,5.9,RU,1738099310
491,san borja,-14.8167,-66.85,29.3,80,94,1.04,BO,1738099311
492,trairi,-3.2778,-39.2689,26.51,79,58,4.36,BR,1738099313
493,preobrazheniye,42.9019,133.9064,-4.51,77,100,3.11,RU,1738099314
494,kichmengskiy gorodok,59.9816,45.7854,-1.72,94,100,1.12,RU,1738099315
495,sao joao da barra,-21.6403,-41.0511,27.05,90,100,6.74,BR,1738099317
496,cocal,-28.6167,-49.35,25.04,85,70,2.74,BR,1738099318
497,bardai,11.65,7.2333,18.94,20,68,4.21,NG,1738099319
498,usogorsk,63.4106,48.6872,-16.17,100,100,0.32,RU,1738099320
499,ramadi,33.4226,43.3058,11.69,62,0,3.57,IQ,1738099321
500,santiago de cao,-7.9589,-79.2392,22.07,83,40,3.6,PE,1738099322
501,tasqala,51.1167,50.3167,-0.2,93,100,4.52,KZ,1738099323
502,opuwo,-18.0607,13.84,21.21,76,67,3.29,NA,1738099324
503,farshut,26.0549,32.1633,14.3,48,0,2.94,EG,1738099325
504,urzhar,47.093,81.6294,-13.41,80,11,2.39,KZ,1738099326
505,galliano,29.4422,-90.2992,16.0,67,0,0.0,US,1738099327
506,guamal,9.1433,-74.2238,35.66,37,98,1.55,CO,1738099328
507,mossel bay,-34.1831,22.146,22.1,92,50,8.72,ZA,1738099329
508,veydelevka,50.1521,38.4492,1.81,87,48,3.33,RU,1738099330
509,hotan,37.0997,79.9269,-4.26,32,71,0.73,CN,1738099331
510,paphos,34.7667,32.4167,10.88,71,0,0.51,CY,1738099319
511,callao,-12.0667,-77.15,25.16,69,0,4.63,PE,1738099334
512,tulun,54.5611,100.5792,-29.99,100,98,1.49,RU,1738099335
513,laranjal paulista,-23.0497,-47.8367,26.3,78,84,1.6,BR,1738099336
514,daru,-9.0763,143.2092,25.39,92,100,3.92,PG,1738099337
515,kirakira,-10.4544,161.9205,26.49,90,100,2.82,SB,1738099338
516,qaisumah,28.3112,46.1273,9.98,50,0,2.06,SA,1738099339
517,eenhana,-17.4667,16.3333,22.64,70,74,2.71,NA,1738099340
518,ulety,51.3572,112.4849,-25.6,98,97,1.41,RU,1738099342
519,san patricio,28.017,-97.5169,17.97,89,100,3.75,US,1738099343
520,yamethin,20.4333,96.15,18.48,87,26,1.76,MM,1738099344
521,grovetown,33.4504,-82.1982,14.85,38,0,3.6,US,1738099346
522,machina,13.1364,10.0492,20.66,17,95,3.98,NG,1738099347
523,calatagan,13.8833,120.65,24.14,79,99,7.15,PH,1738099348
524,babana,10.4295,3.815,27.24,12,3,3.29,NG,1738099349
525,ta`u,-14.2336,-169.5144,27.54,73,43,2.03,AS,1738099350
526,suva,-18.1416,178.4415,27.39,73,37,3.29,FJ,1738099351
527,alta,69.9689,23.2717,-2.41,76,0,5.66,NO,1738099352
528,greenbank,-27.7167,152.9833,24.34,83,0,0.65,AU,1738099353
529,beicang,39.2186,117.1208,-9.02,41,5,1.32,CN,1738099354
530,arenapolis,-14.4503,-56.8461,26.96,75,57,2.58,BR,1738099355
531,al jawf,29.5,38.75,10.8,46,0,5.95,SA,1738099356
532,okhotsk,59.3833,143.3,-24.43,73,89,4.55,RU,1738099357
533,murun-kuren,49.6342,100.1625,-19.39,95,100,0.62,MN,1738099358
534,antofagasta,-23.65,-70.4,22.6,73,67,2.88,CL,1738099359
535,novodvinsk,64.4165,40.8122,-2.14,92,100,3.2,RU,1738099361
536,diamantino,-14.4086,-56.4461,28.17,71,82,2.03,BR,1738099362
537,gebeit,21.0667,36.3167,14.87,66,1,0.92,SD,1738099363
538,gizo,-8.103,156.8419,27.5,78,100,1.87,SB,1738099364
539,floro,61.5996,5.0328,2.98,87,100,4.12,NO,1738099365
540,holmes chapel,53.2014,-2.3574,6.69,85,100,2.06,GB,1738099366
541,dem'yanovo,60.3511,47.0842,-2.98,96,100,0.39,RU,1738099367
542,kota belud,6.351,116.4305,24.01,93,100,2.88,MY,1738099368
543,berga,60.392,5.328,5.49,70,0,0.0,NO,1738099370
544,katsuura,35.1333,140.3,7.8,50,0,15.36,JP,1738099371
545,giado,31.9582,12.0203,15.63,33,35,4.3,LY,1738099372
546,colonia,50.9333,6.95,8.28,83,75,4.63,DE,1738099373
547,stornoway,58.2093,-6.3865,5.05,80,40,6.69,GB,1738099374
548,baringo,0.4667,35.9667,20.19,80,100,4.82,KE,1738099375
549,kurchum,48.5722,83.6542,-16.6,89,100,0.5,KZ,1738099377
550,funafuti,-8.5243,179.1942,30.0,70,75,6.17,TV,1738099378
551,inari,68.906,27.0288,-7.65,98,97,1.28,FI,1738099379
552,tafalla,42.5269,-1.6745,7.19,68,40,2.47,ES,1738099381
553,harper,4.375,-7.7169,26.45,82,22,2.33,LR,1738099382
554,rifle,39.5347,-107.7831,5.33,33,0,1.54,US,1738099383
555,bangassou,4.7413,22.8184,21.79,25,77,0.34,CF,1738099384
556,noosa heads,-26.3833,153.15,24.07,79,1,2.96,AU,1738099385
557,dikwa,12.024,13.9165,22.65,31,100,4.01,NG,1738099386
558,irtyshsk,53.3333,75.4572,-8.69,96,100,2.8,KZ,1738099387
559,erzincan,39.75,39.5,-10.39,85,0,0.0,TR,1738099388
560,ishigaki,24.3448,124.1572,12.07,58,75,7.2,JP,1738099389
561,sumusta as sultani,28.9167,30.85,13.78,55,13,5.01,EG,1738099390
562,guerrero negro,27.9769,-114.0611,15.79,51,76,7.49,MX,1738099391
